description,timestamp,fullness,collection,location
State St & Surface Rd (in front of Old  Town Trolley Tours),07/24/2014 07:10:00 PM,YELLOW,False,"(42.35943121, -71.0524513)"
258 Summer St,10/25/2014 08:20:00 PM,YELLOW,False,"(42.3505103, -71.0507355)"
Beacon Street and Ayr St (Tedeschi),09/20/2014 05:10:00 PM,YELLOW,False,"(42.33654692, -71.14878916)"
Huntington & Ruggles / Wentworth Institute of Tech,10/06/2014 05:03:00 PM,YELLOW,False,"(42.33754152, -71.09545056)"
Tremont 30th and Avery St (Loews Theatre),06/10/2014 04:34:00 PM,GREEN,True,"(42.35328728, -71.06418228)"
276 Hanover (Cafe Pompei),11/10/2014 04:05:00 PM,YELLOW,False,"(42.363799, -71.0545002)"
Atlantic Street & Atlantic Avenue,08/20/2014 08:15:00 PM,YELLOW,False,"(42.35776118, -71.05110261)"
NE Washington & Summer Street (in front of Macy's),06/20/2014 01:12:00 PM,YELLOW,False,"(42.35543176, -71.06036137)"
Harrison Ave. @ E.Springfield St.,11/15/2014 10:23:00 PM,YELLOW,False,"(42.33543531, -71.0745811)"
E B Horne Washington st,01/29/2014 08:17:00 PM,YELLOW,False,"(42.35566, -71.06044)"
890 Comm Ave / Comm (Eastbound) & St Paul,08/07/2014 05:01:00 PM,YELLOW,False,"(42.35091673, -71.11562927)"
391 Hanover Street,02/28/2014 05:21:00 PM,GREEN,True,"(42.3652, -71.05309)"
683 Tremont,09/29/2014 04:51:00 PM,YELLOW,False,"(42.34143247, -71.07657887)"
1956 Beacon Street @ Sutherland (Starbucks),10/12/2014 08:01:00 PM,RED,False,"(42.33615978, -71.15020115)"
Dartmouth St & Stuart St (SE Corner),12/12/2014 08:51:00 AM,YELLOW,False,"(42.34820802, -71.07628189)"
688 Columbia Rd -Liquor Store,05/19/2014 01:38:00 PM,RED,False,"(42.32003034, -71.06249694)"
Boylston & Hemenway St (opp Symphony Mart Store),10/09/2014 04:39:00 PM,YELLOW,False,"(42.34681182, -71.08924811)"
Devonshire & Milk St (Opp 50 Milk St),10/02/2014 09:41:00 AM,YELLOW,False,"(42.35669392, -71.0574776)"
355 Newbury St,10/26/2014 09:30:00 AM,GREEN,True,"(42.34831644, -71.08751047)"
SW N. Washington & Causeway,10/27/2014 03:13:00 PM,RED,True,"(42.36671342, -71.05860344)"
Purchase St & Broad St,09/14/2014 08:05:00 PM,YELLOW,False,"(42.35728212, -71.05190568)"
Columbus @ Clarendon,01/03/2014 10:21:00 AM,GREEN,True,"(42.3471, -71.07368)"
Milk & Oliver St (On Island),08/13/2014 08:16:00 AM,GREEN,True,"(42.35732731, -71.055)"
Province St & School St (Across from Old City Hall Grounds),09/12/2014 10:37:00 AM,GREEN,True,"(42.35768309, -71.05945611)"
NE Washington & Summer Street (in front of Macy's),03/17/2014 04:51:00 PM,GREEN,True,"(42.35543176, -71.06036137)"
Tremont st and School st,11/20/2014 02:38:00 PM,YELLOW,False,"(42.35805, -71.06033)"
735 Tremont at bus stop,12/08/2014 12:47:00 PM,GREEN,True,"(42.34023, -71.0788)"
West side of Yawkey Way in front of the pro shop,06/24/2014 03:53:00 AM,GREEN,True,"(42.34552426, -71.09859042)"
293 Huntington Ave / Huntington & Gainsborough,11/07/2014 05:29:00 AM,RED,True,"(42.34151912, -71.0866938)"
Boylston & Haddash St (4 Seasons Hotel),06/30/2014 03:42:00 PM,RED,False,"(42.35214673, -71.06911114)"
659 Tremont St,09/03/2014 07:52:00 PM,YELLOW,False,"(42.34198461, -71.07515395)"
NE Brookline Ave and Lansdowne,03/17/2014 12:37:00 PM,GREEN,True,"(42.3473084, -71.09849386)"
NW Brookline and Fullerton Street (Harvard Pilgram),07/21/2014 10:09:00 AM,GREEN,True,"(42.34504844, -71.10090954)"
240 Newbury Street in front of CVS,06/05/2014 08:09:00 AM,YELLOW,False,"(42.34967365, -71.08208099)"
Federal & Federal Ct (Boloco Resturaunt),08/22/2014 12:56:00 PM,YELLOW,False,"(42.35456083, -71.0564146)"
536 Tremont,06/28/2014 08:56:00 AM,GREEN,True,"(42.34445, -71.07067)"
289 Huntington Ave / Huntington (West) & Gainsborough,09/21/2014 07:46:00 PM,YELLOW,False,"(42.34163422, -71.08656168)"
320 Newbury Street,12/24/2014 10:31:00 AM,YELLOW,False,"(42.34868, -71.08578)"
Cambridge St & New Sudbury (new federal building),08/21/2014 09:35:00 AM,GREEN,True,"(42.36108192, -71.06095221)"
Summer & Chauncy (CVS),11/24/2014 02:52:00 PM,YELLOW,False,"(42.35436489, -71.05918599)"
51 Clarendon/corner Chandler,11/30/2014 08:15:00 AM,YELLOW,False,"(42.34634, -71.07312)"
139 Meridian Street,05/12/2014 08:27:00 AM,GREEN,True,"(42.37344166, -71.03899854)"
Huntington and Dartmouth St (Library),06/17/2014 09:01:00 PM,GREEN,True,"(42.34932688, -71.07701842)"
1623 Washington St @ West Concord,08/15/2014 01:15:00 PM,YELLOW,False,"(42.33802, -71.07484)"
Atlantic Avenue (Needs Exact Location),10/16/2014 07:16:00 PM,GREEN,True,"(42.3576827, -71.0512099)"
Corner of Beach & Harrison - Sovereign Bank,08/04/2014 02:19:00 AM,GREEN,True,"(42.35139273, -71.0612938)"
Causeway & Friend (opp Halftime Pizza),06/07/2014 09:31:00 AM,YELLOW,False,"(42.36507157, -71.06176386)"
563 Columbus Avenue,09/24/2014 03:55:00 PM,GREEN,True,"(42.34087, -71.08143)"
789 Harrison Ave,09/23/2014 02:57:00 AM,GREEN,True,"(42.33604, -71.07374)"
73 Brookline Ave (Kenmore Parking Lot),02/19/2014 01:26:00 PM,GREEN,True,"(42.34676296, -71.09914698)"
261 Hanover Street,12/22/2014 04:17:00 PM,YELLOW,False,"(42.3636, -71.05487)"
1381 Boylston Street,07/30/2014 08:49:00 AM,YELLOW,False,"(42.34372831, -71.1012248)"
415 Centre Street @ Cuba Restaurant,06/25/2014 12:41:00 AM,GREEN,True,"(42.3210732, -71.1104842)"
Hynes T Stop on Mass Ave. between Newbury St. & Boylston St,09/02/2014 05:03:00 PM,YELLOW,False,"(42.3478826, -71.08797362)"
Cambridge St and No Grove St,01/04/2014 07:47:00 AM,YELLOW,False,"(42.36123787, -71.06861371)"
88 Broad St (sidewalk bump),12/21/2014 01:14:00 AM,GREEN,True,"(42.35743776, -71.05249873)"
Harrison Ave. @ E.Springfield St.,12/19/2014 12:21:00 PM,GREEN,True,"(42.33543531, -71.0745811)"
155 Mass Ave.,09/01/2014 05:55:00 AM,YELLOW,False,"(42.346527, -71.0873836)"
Beacon Street (Westbound) at Ayr Road,09/02/2014 06:38:00 PM,YELLOW,False,"(42.33658081, -71.14857459)"
Surface & Hanover,09/12/2014 09:50:00 AM,GREEN,True,"(42.3621424, -71.0564964)"
Brookline & Kilmarnock @ Sal's Pizza,04/09/2014 05:17:00 PM,RED,False,"(42.34492057, -71.10090643)"
Columbus @ Clarendon,06/20/2014 05:25:00 PM,YELLOW,False,"(42.3471, -71.07368)"
75 Dartmouth,04/11/2014 06:20:00 PM,GREEN,False,"(42.345189, -71.07477)"
Congress St and Atlantic Ave (NE Corner),06/24/2014 09:54:00 PM,YELLOW,False,"(42.35365814, -71.05346427)"
Mass Ave Northbound & Tremont Street (Bus Stop),11/06/2014 07:23:00 PM,YELLOW,False,"(42.33951022, -71.08044087)"
Devonshire & State - Boston Massacre Landmark,02/25/2014 02:07:00 PM,RED,False,"(42.35883108, -71.05698941)"
Cross and Cooper,09/17/2014 09:42:00 AM,GREEN,True,"(42.36441414, -71.0581377)"
627 Tremont St,01/06/2014 01:05:00 PM,GREEN,True,"(42.34253228, -71.07451491)"
400 Stuart St @ Clarendon,05/30/2014 12:33:00 PM,YELLOW,False,"(42.34883727, -71.07417681)"
536 Tremont,03/27/2014 10:46:00 AM,GREEN,True,"(42.34445, -71.07067)"
289 Hanover Street,09/13/2014 06:44:00 PM,YELLOW,False,"(42.36389, -71.05433)"
SW N. Washington & Causeway,09/25/2014 06:07:00 PM,YELLOW,False,"(42.36671342, -71.05860344)"
610 Tremont St.,08/21/2014 11:50:00 AM,GREEN,True,"(42.34268047, -71.07385844)"
Washington @ E.Newton Outbound,05/16/2014 01:10:00 PM,GREEN,True,"(42.33877077, -71.07359556)"
"NOT AT 285 Commercial Street ""Across from parking lot""",03/10/2014 10:15:00 PM,RED,False,"(42.36494277, -71.05113072)"
Summer st and Arch st,04/10/2014 02:42:00 PM,YELLOW,False,"(42.35448, -71.05907)"
Columbus @ Dartmouth st.,10/11/2014 03:02:00 PM,YELLOW,False,"(42.34604, -71.07515)"
"Commercial and Prince St. ""Parking garage entrance""",04/03/2014 05:54:00 PM,YELLOW,False,"(42.3654997, -71.0559562)"
227 Hanover Street,01/28/2014 06:03:00 PM,GREEN,True,"(42.36292, -71.055295)"
Summer & Chauncey (Rear Entrance Macy's),12/20/2014 04:03:00 AM,GREEN,True,"(42.3545003, -71.0591524)"
Purchase St & Oliver St,04/25/2014 08:03:00 AM,GREEN,True,"(42.35521662, -71.05221516)"
NE Corner of Lansdowne - In Front of Cask 'n Flagon,12/15/2014 09:31:00 AM,YELLOW,False,"(42.34728858, -71.09834902)"
Washington and Stuart Street (Boston Kitchen Pizza),08/17/2014 02:34:00 PM,RED,False,"(42.3510218, -71.0631478)"
339 Washington St,11/06/2014 09:13:00 PM,RED,False,"(42.3573978, -71.0583383)"
Lincoln and Kneeland (World Journal Chinese Daily),05/24/2014 10:24:00 AM,GREEN,True,"(42.35011319, -71.05873493)"
NE Deerfiled and Beacon (City Convenience),04/18/2014 10:59:00 AM,GREEN,True,"(42.34907421, -71.09706099)"
544 Washington (across from Harlem place),06/13/2014 12:45:00 AM,GREEN,True,"(42.35403424, -71.06200033)"
Atlantic & Milk,06/20/2014 06:58:00 PM,GREEN,True,"(42.35870062, -71.051439)"
339 Washington St,04/10/2014 04:40:00 PM,GREEN,True,"(42.3573978, -71.0583383)"
373 Washington St (in front of jewelers),09/18/2014 12:16:00 PM,YELLOW,False,"(42.35621469, -71.05977536)"
SE corner of West Canton and Columbus,11/21/2014 08:53:00 PM,GREEN,True,"(42.34483487, -71.0763413)"
76 South St ( BFS Business Printing),01/24/2014 08:27:00 PM,YELLOW,False,"(42.3515368, -71.0571171)"
Huntington Ave (Eastbound) & Parker Street // Next to Punter's Pub,01/10/2014 08:10:00 AM,GREEN,True,"(42.33881924, -71.09238968)"
276 Hanover (Cafe Pompei),08/10/2014 04:51:00 PM,GREEN,True,"(42.363799, -71.0545002)"
252 Brighton Ave @ Islington,02/27/2014 07:59:00 AM,GREEN,True,"(42.3533403, -71.1365888)"
"464 Hanover Street ""7/11 Store""",09/16/2014 06:04:00 PM,GREEN,True,"(42.36710187, -71.05258981)"
59 Temple Place,12/19/2014 01:16:00 AM,GREEN,True,"(42.35492047, -71.06156127)"
1985 Columbus Ave.,08/19/2014 08:47:00 AM,GREEN,True,"(42.3152362, -71.0978994)"
263 Summer St,04/12/2014 01:05:00 PM,RED,False,"(42.3502215, -71.0507204)"
396 Hanover Street (Contrada coffee shop),08/05/2014 02:59:00 PM,YELLOW,False,"(42.3659652, -71.0529941)"
SE Brookline & Newbury (opp Popeyes chicken),10/20/2014 11:33:00 AM,RED,False,"(42.34818234, -71.09744473)"
South St. @ Beach St.,12/07/2014 11:14:00 PM,RED,False,"(42.3504072, -71.0567736)"
Columbus @ Dartmouth st.,11/12/2014 11:44:00 AM,YELLOW,False,"(42.34604, -71.07515)"
30 Kneeland,10/17/2014 02:40:00 PM,YELLOW,False,"(42.35078, -71.06184)"
218 Hanover ST (cvs),01/06/2014 11:52:00 AM,RED,False,"(42.36297845, -71.05539223)"
Cambridge and Joy in front of beacon hill athletic club,09/11/2014 09:47:00 PM,YELLOW,True,"(42.3611127, -71.0650131)"
147 Tremont @ West Street (Opposite Boston Common),07/26/2014 07:55:00 AM,GREEN,True,"(42.35520119, -71.06320713)"
331 Hanover Street,11/06/2014 10:00:00 PM,YELLOW,False,"(42.364252, -71.053905)"
59 Temple Place,04/29/2014 02:56:00 PM,YELLOW,False,"(42.35492047, -71.06156127)"
1336 Washington St.,04/16/2014 07:55:00 AM,GREEN,True,"(42.3416352, -71.068809)"
NE Corner of Lansdowne - In Front of Cask 'n Flagon,06/14/2014 08:49:00 PM,GREEN,True,"(42.34728858, -71.09834902)"
Atlantic & Milk,01/01/2014 11:56:00 AM,GREEN,True,"(42.35870062, -71.051439)"
659 Tremont St,09/20/2014 01:23:00 PM,YELLOW,False,"(42.34198461, -71.07515395)"
Columbus @ Dartmouth st.,04/07/2014 06:59:00 AM,GREEN,False,"(42.34604, -71.07515)"
Tremont & Bromfield St  (Suffolk Law School),09/22/2014 06:55:00 PM,YELLOW,False,"(42.35708226, -71.06130118)"
764 Tremont st,03/18/2014 07:55:00 AM,YELLOW,False,"(42.3396556, -71.07942872)"
Mass Ave. @ Marlborough,06/18/2014 08:39:00 AM,GREEN,True,"(42.34997374, -71.08915132)"
Clinton and North St opposite the Millennium Hotel,07/26/2014 12:31:00 AM,GREEN,True,"(42.3607261, -71.0558865)"
East Side of Ipswich - Shell gas station,07/09/2014 06:23:00 PM,GREEN,True,"(42.34554096, -71.09537177)"
735 Tremont at bus stop,11/01/2014 12:42:00 AM,GREEN,True,"(42.34023, -71.0788)"
Devonshire & Franklin St (Manpower Office),08/18/2014 10:58:00 AM,RED,False,"(42.35532914, -71.0574748)"
100 N Washington,03/18/2014 11:33:00 AM,YELLOW,False,"(42.36593588, -71.05833609)"
1695 Tremont Street @ 1 Brigham Circle,08/10/2014 07:57:00 PM,YELLOW,False,"(42.33399485, -71.10458326)"
India St and Surface Rd,08/20/2014 01:32:00 AM,GREEN,True,"(42.3578047, -71.051912)"
218 Hanover ST (cvs),04/27/2014 10:36:00 AM,GREEN,True,"(42.36297845, -71.05539223)"
72 Kneeland,10/20/2014 03:45:00 PM,GREEN,True,"(42.3505, -71.0607)"
Court St and Court Square (opp BNY Mellon),08/11/2014 11:49:00 AM,YELLOW,False,"(42.35902394, -71.05845139)"
121 Meridian Street,10/27/2014 12:19:00 PM,YELLOW,False,"(42.37305033, -71.03901464)"
Milk St and Surface Rd (across from Granary Tavern),09/27/2014 01:06:00 AM,GREEN,True,"(42.35876064, -71.05215921)"
1955 Beacon St & Chestnut HIll Ave (Dunkin Donuts),03/17/2014 10:48:00 AM,GREEN,True,"(42.33573005, -71.15020626)"
331 Hanover Street,08/18/2014 04:06:00 AM,GREEN,True,"(42.364252, -71.053905)"
Purchase and Summer Street  (west of South station),04/24/2014 05:42:00 PM,RED,False,"(42.35293435, -71.05618526)"
276 Hanover (Cafe Pompei),04/22/2014 07:11:00 PM,GREEN,True,"(42.363799, -71.0545002)"
276 Washington,06/03/2014 09:23:00 AM,YELLOW,False,"(42.35756, -71.05813)"
Tremont st and School st,08/04/2014 04:43:00 PM,YELLOW,False,"(42.35805, -71.06033)"
Causeway & Friend (opp Halftime Pizza),11/14/2014 08:19:00 AM,GREEN,True,"(42.36507157, -71.06176386)"
276 Hanover (Cafe Pompei),08/14/2014 12:19:00 PM,YELLOW,False,"(42.363799, -71.0545002)"
Columbus @ Clarendon,12/07/2014 12:19:00 PM,RED,False,"(42.3471, -71.07368)"
Newbury & Mass Ave / Opposite of Urban Outfitters,11/04/2014 01:28:00 AM,GREEN,True,"(42.3480288, -71.08803024)"
Brookline & Kilmarnock @ Sal's Pizza,11/13/2014 12:39:00 PM,YELLOW,False,"(42.34492057, -71.10090643)"
Boylston and Clarendon St (Trinity Church),11/29/2014 12:02:00 PM,YELLOW,False,"(42.35062463, -71.07526211)"
276 Washington,01/06/2014 02:22:00 PM,GREEN,True,"(42.35756, -71.05813)"
261 Hanover Street,06/10/2014 06:08:00 AM,YELLOW,False,"(42.3636, -71.05487)"
400 Stuart St @ Clarendon,09/30/2014 02:30:00 AM,GREEN,True,"(42.34883727, -71.07417681)"
218 Hanover ST (cvs),04/21/2014 11:12:00 PM,YELLOW,False,"(42.36297845, -71.05539223)"
Tremont & Bromfield St  (Suffolk Law School),12/10/2014 04:40:00 PM,YELLOW,False,"(42.35708226, -71.06130118)"
227 Hanover Street,06/19/2014 05:30:00 PM,GREEN,True,"(42.36292, -71.055295)"
"NOT AT 285 Commercial Street ""Across from parking lot""",01/17/2014 08:56:00 AM,GREEN,True,"(42.36494277, -71.05113072)"
201 Mass Ave / US Post Office,04/22/2014 10:25:00 AM,GREEN,True,"(42.34496029, -71.08680502)"
1956 Beacon Street @ Sutherland (Starbucks),03/19/2014 09:22:00 PM,RED,False,"(42.33615978, -71.15020115)"
Cambridge St and New Chardon (dunkin doughnuts),07/08/2014 09:15:00 AM,GREEN,True,"(42.36141985, -71.06307164)"
Beacon Street (Westbound) at Ayr Road,07/07/2014 07:41:00 AM,GREEN,True,"(42.33658081, -71.14857459)"
26 North Street  (opp millennium bostonian hotel),04/07/2014 02:36:00 PM,GREEN,True,"(42.36069655, -71.05578864)"
Devonshire St (Old State House),05/22/2014 10:48:00 AM,YELLOW,False,"(42.3586188, -71.05729207)"
427 Washington Street (EB Horn Company Jewlers),12/13/2014 01:57:00 PM,YELLOW,False,"(42.3507566, -71.0635176)"
Tremont & Beacon St (Kings Chapel Burying Ground),07/22/2014 03:18:00 PM,YELLOW,True,"(42.35850775, -71.06016237)"
High & Summer (Sovereign Bank),04/04/2014 01:27:00 PM,YELLOW,False,"(42.35314697, -71.05697949)"
Mass Ave Northbound @ St Botolph Street,02/02/2014 08:34:00 AM,GREEN,True,"(42.34237021, -71.0841913)"
New Sudbury Street & Cambridge St (Northbound) // Verizon Store,12/05/2014 08:39:00 AM,GREEN,True,"(42.36111387, -71.06132818)"
294 Congress (near Dorchester Ave),09/16/2014 06:53:00 AM,YELLOW,False,"(42.35266677, -71.05233923)"
NE Corner of Lansdowne - In Front of Cask 'n Flagon,11/02/2014 12:31:00 AM,YELLOW,False,"(42.34728858, -71.09834902)"
210 Brighton Ave / Brighton (East) & Allston at Burger King,02/23/2014 04:45:00 AM,GREEN,True,"(42.35320139, -71.13465433)"
860 Comm Ave / Comm (Eastbound) & Armory,01/07/2014 09:57:00 AM,GREEN,True,"(42.35069392, -71.11390882)"
120 Meridian Street,11/04/2014 05:54:00 AM,GREEN,True,"(42.37318903, -71.03909437)"
123 Endicott Street,08/26/2014 11:00:00 AM,YELLOW,False,"(42.36467239, -71.05730732)"
125 Tremont & Hamilton St (FedEx),05/30/2014 12:39:00 PM,YELLOW,False,"(42.35653242, -71.06190233)"
NE corner Mass Ave. & Washington St.,08/18/2014 10:32:00 PM,GREEN,True,"(42.33651515, -71.07681729)"
NE corner of Lansdowne and Ipswich (La Verdad),09/13/2014 03:14:00 PM,YELLOW,False,"(42.3472243, -71.09445324)"
SE corner of West Canton and Columbus,11/18/2014 12:38:00 AM,GREEN,True,"(42.34483487, -71.0763413)"
20 Yawkey Way,02/23/2014 06:06:00 PM,RED,False,"(42.3463211, -71.0986756)"
735 Tremont at bus stop,05/07/2014 12:46:00 PM,YELLOW,False,"(42.34023, -71.0788)"
"202 Essex Street ""Boston Sports Club""",12/24/2014 12:44:00 AM,GREEN,True,"(42.35181349, -71.05612433)"
357 Hanover Street,08/21/2014 12:37:00 PM,YELLOW,False,"(42.36471, -71.0535)"
342 Hanover (White Hen Pantry),11/14/2014 06:35:00 PM,GREEN,True,"(42.3648934, -71.0536149)"
289 Huntington Ave / Huntington (West) & Gainsborough,11/09/2014 05:33:00 PM,YELLOW,False,"(42.34163422, -71.08656168)"
75 Dartmouth,04/21/2014 06:35:00 PM,YELLOW,False,"(42.345189, -71.07477)"
147 Tremont @ West Street (Opposite Boston Common),06/26/2014 01:17:00 AM,RED,False,"(42.35520119, -71.06320713)"
Cambridge and Joy in front of beacon hill athletic club,08/22/2014 03:48:00 PM,GREEN,True,"(42.3611127, -71.0650131)"
218 Hanover ST (cvs),09/20/2014 12:42:00 PM,GREEN,True,"(42.36297845, -71.05539223)"
Washington across from Old South Meeting House,04/01/2014 01:24:00 PM,GREEN,True,"(42.35707, -71.05862)"
51 Clarendon/corner Chandler,04/14/2014 09:48:00 AM,RED,False,"(42.34634, -71.07312)"
Opposite 144 Dartmouth St @ Back Bay T-Station,02/24/2014 04:55:00 PM,GREEN,True,"(42.34754691, -71.07594325)"
NE Washington & Summer Street (in front of Macy's),12/06/2014 12:46:00 AM,GREEN,True,"(42.35543176, -71.06036137)"
Tremont st and School st,09/12/2014 04:21:00 PM,GREEN,True,"(42.35805, -71.06033)"
SW N. Washington & Causeway,08/12/2014 07:54:00 AM,GREEN,True,"(42.36671342, -71.05860344)"
North Beacon & Market Street @ Dunkin Donuts,08/15/2014 02:10:00 PM,GREEN,True,"(42.35609853, -71.14905478)"
Tremont 15 and Stuart St (Shanghai Restaurant),06/19/2014 08:54:00 AM,YELLOW,False,"(42.35118328, -71.06469595)"
75 Dartmouth,11/10/2014 11:11:00 AM,RED,False,"(42.345189, -71.07477)"
Mass Ave. @ Marlborough,05/22/2014 01:26:00 AM,GREEN,True,"(42.34997374, -71.08915132)"
Boylston & Haddash St (4 Seasons Hotel),07/27/2014 02:35:00 PM,YELLOW,False,"(42.35214673, -71.06911114)"
State St & Surface Rd (in front of Old  Town Trolley Tours),01/22/2014 08:17:00 AM,YELLOW,False,"(42.35943121, -71.0524513)"
Boylston St (Copley T Station),07/11/2014 05:06:00 PM,RED,False,"(42.3498149, -71.07807363)"
339 Washington St,11/14/2014 01:39:00 PM,YELLOW,False,"(42.3573978, -71.0583383)"
106 Cambridge Street,08/29/2014 09:13:00 AM,YELLOW,False,"(42.36112, -71.06296)"
Summer St @ Staples,04/04/2014 02:51:00 PM,YELLOW,False,"(42.3592067, -71.0588657)"
59 Temple Place,06/25/2014 01:37:00 AM,GREEN,True,"(42.35492047, -71.06156127)"
Summer & Chaucey (7-11),04/05/2014 04:01:00 AM,RED,False,"(42.35456767, -71.05912703)"
218 Hanover ST (cvs),10/22/2014 11:18:00 AM,GREEN,True,"(42.36297845, -71.05539223)"
Boylston and Arlington St (Opp Arlington Church),08/28/2014 05:06:00 PM,YELLOW,False,"(42.35179215, -71.0707406)"
Glenville Tr and Harvard Ave,09/12/2014 07:03:00 PM,RED,False,"(42.3511566, -71.1314505)"
155 Mass Ave.,05/03/2014 04:26:00 AM,GREEN,True,"(42.346527, -71.0873836)"
Franklin & Oliver St (David Instant Shoe Repair),12/05/2014 08:08:00 AM,GREEN,True,"(42.35661106, -71.05403923)"
683 Tremont,12/06/2014 08:13:00 PM,YELLOW,False,"(42.34143247, -71.07657887)"
1080 Boylston Street,10/14/2014 08:31:00 PM,YELLOW,False,"(42.3471459, -71.0882423)"
Yawkey Way and Van Ness - Gate D,02/15/2014 09:38:00 AM,YELLOW,False,"(42.34558373, -71.09820418)"
735 Tremont at bus stop,09/24/2014 06:46:00 PM,RED,False,"(42.34023, -71.0788)"
450 Washington Street @ Macy's,04/25/2014 10:34:00 AM,YELLOW,False,"(42.3548251, -71.0610869)"
1330 Boylston Street (near Yawkey Way),09/09/2014 09:16:00 AM,GREEN,True,"(42.3444105, -71.09806147)"
88 Broad St (sidewalk bump),07/03/2014 12:32:00 AM,GREEN,True,"(42.35743776, -71.05249873)"
532 Tremont at Milford St,06/08/2014 12:53:00 AM,GREEN,True,"(42.3445374, -71.0705386)"
Brookline Ave and Yawkey Way (SW Corner) @ Souvenir Store,03/25/2014 10:24:00 AM,GREEN,True,"(42.34669353, -71.09897154)"
157 Pearl St,07/30/2014 06:26:00 PM,YELLOW,False,"(42.3545293, -71.05337349)"
Lincoln St and Surface Rd (opp T- mobile),06/25/2014 04:56:00 PM,YELLOW,False,"(42.35217444, -71.05812794)"
Queensberry & Jersey @ Laundry Center,07/21/2014 09:32:00 AM,GREEN,True,"(42.3428624, -71.0970032)"
Tremont & Calumet,08/17/2014 08:09:00 AM,GREEN,True,"(42.33402261, -71.10463691)"
"202 Essex Street ""Boston Sports Club""",10/02/2014 06:31:00 PM,YELLOW,False,"(42.35181349, -71.05612433)"
1745 Washington Street,03/21/2014 05:58:00 PM,YELLOW,False,"(42.3366, -71.07687)"
State St & Surface Rd (in front of Old  Town Trolley Tours),06/24/2014 06:45:00 PM,GREEN,True,"(42.35943121, -71.0524513)"
95 Berklee,10/12/2014 12:40:00 PM,GREEN,False,"(42.34395, -71.06595)"
